MessageID1;MessageID2;Strength
10035144;10035143;0.9999841424641025
10035144;10024363;0.9999980178080128
10035144;10035142;0.9999841424641025
10035144;10024362;0.9999841424641025
10035144;10035140;0.9999980178080128
10035144;10024284;0.9999920712320512
10035144;10024283;0.9999940534240385
10035144;10035159;0.9999980178080128
10035144;10035158;0.9999920712320512
10035144;10035157;0.9999940534240385
10035144;10024378;0.9999980178080128
10035144;10024377;0.9999980178080128
10035144;10035156;0.9999940534240385
10035144;10024376;0.9999940534240385
10035144;10035155;0.9999980178080128
10035144;10024375;0.9999940534240385
10035144;10024374;0.9999980178080128
10035144;10035151;0.9999980178080128
10035144;10035139;0.9999940534240385
10035144;10024359;0.9999980178080128
10035144;10024358;0.9999940534240385
10035144;10035135;0.9999980178080128
10035144;10035134;0.9999980178080128
10035144;10035133;0.9999980178080128
10035144;10035132;0.9999980178080128
10035144;10035131;0.9999980178080128
10035144;10035130;0.9999980178080128
10035143;10035142;0.9999841424641025
10035143;10024362;0.9999841424641025
10035142;10035143;0.9999841424641025
10035142;10024362;0.9999841424641025
10024363;10035144;0.9999980178080128
10024363;10035143;0.9999841424641025
10024363;10035142;0.9999841424641025
10024363;10024362;0.9999841424641025
10024363;10035140;0.9999980178080128
10024363;10024284;0.9999920712320512
10024363;10024283;0.9999940534240385
10024363;10035159;0.9999980178080128
10024363;10035158;0.9999920712320512
10024363;10035157;0.9999940534240385
10024363;10024378;0.9999980178080128
10024363;10024377;0.9999980178080128
10024363;10035156;0.9999940534240385
10024363;10024376;0.9999940534240385
10024363;10035155;0.9999980178080128
10024363;10024375;0.9999940534240385
10024363;10024374;0.9999980178080128
10024363;10035151;0.9999980178080128
10024363;10035139;0.9999940534240385
10024363;10024359;0.9999980178080128
10024363;10024358;0.9999940534240385
10024363;10035135;0.9999980178080128
10024363;10035134;0.9999980178080128
10024363;10035133;0.9999980178080128
10024363;10035132;0.9999980178080128
10024363;10035131;0.9999980178080128
10024363;10035130;0.9999980178080128
10028717;10028728;0.9999702671201922
10028717;10028725;0.9999702671201922
10028717;10028724;0.9999702671201922
10024362;10035143;0.9999841424641025
10024362;10035142;0.9999841424641025
10035140;10035144;0.9999980178080128
10035140;10035143;0.9999841424641025
10035140;10024363;0.9999980178080128
10035140;10035142;0.9999841424641025
10035140;10024362;0.9999841424641025
10035140;10024284;0.9999920712320512
10035140;10024283;0.9999940534240385
10035140;10035159;0.9999980178080128
10035140;10035158;0.9999920712320512
10035140;10035157;0.9999940534240385
10035140;10024378;0.9999980178080128
10035140;10024377;0.9999980178080128
10035140;10035156;0.9999940534240385
10035140;10024376;0.9999940534240385
10035140;10035155;0.9999980178080128
10035140;10024375;0.9999940534240385
10035140;10024374;0.9999980178080128
10035140;10035151;0.9999980178080128
10035140;10035139;0.9999940534240385
10035140;10024359;0.9999980178080128
10035140;10024358;0.9999940534240385
10035140;10035135;0.9999980178080128
10035140;10035134;0.9999980178080128
10035140;10035133;0.9999980178080128
10035140;10035132;0.9999980178080128
10035140;10035131;0.9999980178080128
10035140;10035130;0.9999980178080128
10024283;10024284;0.9999920712320512
10035159;10035144;0.9999980178080128
10035159;10035143;0.9999841424641025
10035159;10024363;0.9999980178080128
10035159;10035142;0.9999841424641025
10035159;10024362;0.9999841424641025
10035159;10035140;0.9999980178080128
10035159;10024284;0.9999920712320512
10035159;10024283;0.9999940534240385
10035159;10035158;0.9999920712320512
10035159;10035157;0.9999940534240385
10035159;10024378;0.9999980178080128
10035159;10024377;0.9999980178080128
10035159;10035156;0.9999940534240385
10035159;10024376;0.9999940534240385
10035159;10035155;0.9999980178080128
10035159;10024375;0.9999940534240385
10035159;10024374;0.9999980178080128
10035159;10035151;0.9999980178080128
10035159;10035139;0.9999940534240385
10035159;10024359;0.9999980178080128
10035159;10024358;0.9999940534240385
10035159;10035135;0.9999980178080128
10035159;10035134;0.9999980178080128
10035159;10035133;0.9999980178080128
10035159;10035132;0.9999980178080128
10035159;10035131;0.9999980178080128
10035159;10035130;0.9999980178080128
10035157;10035143;0.9999841424641025
10035157;10035142;0.9999841424641025
10035157;10024362;0.9999841424641025
10035157;10035156;0.9999940534240385
10035157;10024376;0.9999940534240385
10035157;10024375;0.9999940534240385
10035157;10035139;0.9999940534240385
10035157;10024358;0.9999940534240385
10024378;10035144;0.9999980178080128
10024378;10035143;0.9999841424641025
10024378;10024363;0.9999980178080128
10024378;10035142;0.9999841424641025
10024378;10024362;0.9999841424641025
10024378;10035140;0.9999980178080128
10024378;10024284;0.9999920712320512
10024378;10024283;0.9999940534240385
10024378;10035159;0.9999980178080128
10024378;10035158;0.9999920712320512
10024378;10035157;0.9999940534240385
10024378;10024377;0.9999980178080128
10024378;10035156;0.9999940534240385
10024378;10024376;0.9999940534240385
10024378;10035155;0.9999980178080128
10024378;10024375;0.9999940534240385
10024378;10024374;0.9999980178080128
10024378;10035151;0.9999980178080128
10024378;10035139;0.9999940534240385
10024378;10024359;0.9999980178080128
10024378;10024358;0.9999940534240385
10024378;10035135;0.9999980178080128
10024378;10035134;0.9999980178080128
10024378;10035133;0.9999980178080128
10024378;10035132;0.9999980178080128
10024378;10035131;0.9999980178080128
10024378;10035130;0.9999980178080128
10035156;10035143;0.9999841424641025
10035156;10035142;0.9999841424641025
10035156;10024362;0.9999841424641025
10035156;10035157;0.9999940534240385
10035156;10024376;0.9999940534240385
10035156;10024375;0.9999940534240385
10035156;10035139;0.9999940534240385
10035156;10024358;0.9999940534240385
10024377;10035144;0.9999980178080128
10024377;10035143;0.9999841424641025
10024377;10024363;0.9999980178080128
10024377;10035142;0.9999841424641025
10024377;10024362;0.9999841424641025
10024377;10035140;0.9999980178080128
10024377;10024284;0.9999920712320512
10024377;10024283;0.9999940534240385
10024377;10035159;0.9999980178080128
10024377;10035158;0.9999920712320512
10024377;10035157;0.9999940534240385
10024377;10024378;0.9999980178080128
10024377;10035156;0.9999940534240385
10024377;10024376;0.9999940534240385
10024377;10035155;0.9999980178080128
10024377;10024375;0.9999940534240385
10024377;10024374;0.9999980178080128
10024377;10035151;0.9999980178080128
10024377;10035139;0.9999940534240385
10024377;10024359;0.9999980178080128
10024377;10024358;0.9999940534240385
10024377;10035135;0.9999980178080128
10024377;10035134;0.9999980178080128
10024377;10035133;0.9999980178080128
10024377;10035132;0.9999980178080128
10024377;10035131;0.9999980178080128
10024377;10035130;0.9999980178080128
10035155;10035144;0.9999980178080128
10035155;10035143;0.9999841424641025
10035155;10024363;0.9999980178080128
10035155;10035142;0.9999841424641025
10035155;10024362;0.9999841424641025
10035155;10035140;0.9999980178080128
10035155;10024284;0.9999920712320512
10035155;10024283;0.9999940534240385
10035155;10035159;0.9999980178080128
10035155;10035158;0.9999920712320512
10035155;10035157;0.9999940534240385
10035155;10024378;0.9999980178080128
10035155;10024377;0.9999980178080128
10035155;10035156;0.9999940534240385
10035155;10024376;0.9999940534240385
10035155;10024375;0.9999940534240385
10035155;10024374;0.9999980178080128
10035155;10035151;0.9999980178080128
10035155;10035139;0.9999940534240385
10035155;10024359;0.9999980178080128
10035155;10024358;0.9999940534240385
10035155;10035135;0.9999980178080128
10035155;10035134;0.9999980178080128
10035155;10035133;0.9999980178080128
10035155;10035132;0.9999980178080128
10035155;10035131;0.9999980178080128
10035155;10035130;0.9999980178080128
10024376;10035143;0.9999841424641025
10024376;10035142;0.9999841424641025
10024376;10024362;0.9999841424641025
10024376;10035157;0.9999940534240385
10024376;10035156;0.9999940534240385
10024376;10024375;0.9999940534240385
10024376;10035139;0.9999940534240385
10024376;10024358;0.9999940534240385
10024375;10035143;0.9999841424641025
10024375;10035142;0.9999841424641025
10024375;10024362;0.9999841424641025
10024375;10035157;0.9999940534240385
10024375;10035156;0.9999940534240385
10024375;10024376;0.9999940534240385
10024375;10035139;0.9999940534240385
10024375;10024358;0.9999940534240385
10024374;10035144;0.9999980178080128
10024374;10035143;0.9999841424641025
10024374;10024363;0.9999980178080128
10024374;10035142;0.9999841424641025
10024374;10024362;0.9999841424641025
10024374;10035140;0.9999980178080128
10024374;10024284;0.9999920712320512
10024374;10024283;0.9999940534240385
10024374;10035159;0.9999980178080128
10024374;10035158;0.9999920712320512
10024374;10035157;0.9999940534240385
10024374;10024378;0.9999980178080128
10024374;10024377;0.9999980178080128
10024374;10035156;0.9999940534240385
10024374;10024376;0.9999940534240385
10024374;10035155;0.9999980178080128
10024374;10024375;0.9999940534240385
10024374;10035151;0.9999980178080128
10024374;10035139;0.9999940534240385
10024374;10024359;0.9999980178080128
10024374;10024358;0.9999940534240385
10024374;10035135;0.9999980178080128
10024374;10035134;0.9999980178080128
10024374;10035133;0.9999980178080128
10024374;10035132;0.9999980178080128
10024374;10035131;0.9999980178080128
10024374;10035130;0.9999980178080128
10028728;10028725;0.9999702671201922
10028728;10028724;0.9999702671201922
10035151;10035144;0.9999980178080128
10035151;10035143;0.9999841424641025
10035151;10024363;0.9999980178080128
10035151;10035142;0.9999841424641025
10035151;10024362;0.9999841424641025
10035151;10035140;0.9999980178080128
10035151;10024284;0.9999920712320512
10035151;10024283;0.9999940534240385
10035151;10035159;0.9999980178080128
10035151;10035158;0.9999920712320512
10035151;10035157;0.9999940534240385
10035151;10024378;0.9999980178080128
10035151;10024377;0.9999980178080128
10035151;10035156;0.9999940534240385
10035151;10024376;0.9999940534240385
10035151;10035155;0.9999980178080128
10035151;10024375;0.9999940534240385
10035151;10024374;0.9999980178080128
10035151;10035139;0.9999940534240385
10035151;10024359;0.9999980178080128
10035151;10024358;0.9999940534240385
10035151;10035135;0.9999980178080128
10035151;10035134;0.9999980178080128
10035151;10035133;0.9999980178080128
10035151;10035132;0.9999980178080128
10035151;10035131;0.9999980178080128
10035151;10035130;0.9999980178080128
10028725;10028728;0.9999702671201922
10028725;10028724;0.9999702671201922
10028724;10028728;0.9999702671201922
10028724;10028725;0.9999702671201922
10035139;10035143;0.9999841424641025
10035139;10035142;0.9999841424641025
10035139;10024362;0.9999841424641025
10035139;10035157;0.9999940534240385
10035139;10035156;0.9999940534240385
10035139;10024376;0.9999940534240385
10035139;10024375;0.9999940534240385
10035139;10024358;0.9999940534240385
10024359;10035144;0.9999980178080128
10024359;10035143;0.9999841424641025
10024359;10024363;0.9999980178080128
10024359;10035142;0.9999841424641025
10024359;10024362;0.9999841424641025
10024359;10035140;0.9999980178080128
10024359;10024284;0.9999920712320512
10024359;10024283;0.9999940534240385
10024359;10035159;0.9999980178080128
10024359;10035158;0.9999920712320512
10024359;10035157;0.9999940534240385
10024359;10024378;0.9999980178080128
10024359;10024377;0.9999980178080128
10024359;10035156;0.9999940534240385
10024359;10024376;0.9999940534240385
10024359;10035155;0.9999980178080128
10024359;10024375;0.9999940534240385
10024359;10024374;0.9999980178080128
10024359;10035151;0.9999980178080128
10024359;10035139;0.9999940534240385
10024359;10024358;0.9999940534240385
10024359;10035135;0.9999980178080128
10024359;10035134;0.9999980178080128
10024359;10035133;0.9999980178080128
10024359;10035132;0.9999980178080128
10024359;10035131;0.9999980178080128
10024359;10035130;0.9999980178080128
10024358;10035143;0.9999841424641025
10024358;10035142;0.9999841424641025
10024358;10024362;0.9999841424641025
10024358;10035157;0.9999940534240385
10024358;10035156;0.9999940534240385
10024358;10024376;0.9999940534240385
10024358;10024375;0.9999940534240385
10024358;10035139;0.9999940534240385
10035135;10035144;0.9999980178080128
10035135;10035143;0.9999841424641025
10035135;10024363;0.9999980178080128
10035135;10035142;0.9999841424641025
10035135;10024362;0.9999841424641025
10035135;10035140;0.9999980178080128
10035135;10024284;0.9999920712320512
10035135;10024283;0.9999940534240385
10035135;10035159;0.9999980178080128
10035135;10035158;0.9999920712320512
10035135;10035157;0.9999940534240385
10035135;10024378;0.9999980178080128
10035135;10024377;0.9999980178080128
10035135;10035156;0.9999940534240385
10035135;10024376;0.9999940534240385
10035135;10035155;0.9999980178080128
10035135;10024375;0.9999940534240385
10035135;10024374;0.9999980178080128
10035135;10035151;0.9999980178080128
10035135;10035139;0.9999940534240385
10035135;10024359;0.9999980178080128
10035135;10024358;0.9999940534240385
10035135;10035134;0.9999980178080128
10035135;10035133;0.9999980178080128
10035135;10035132;0.9999980178080128
10035135;10035131;0.9999980178080128
10035135;10035130;0.9999980178080128
10035134;10035144;0.9999980178080128
10035134;10035143;0.9999841424641025
10035134;10024363;0.9999980178080128
10035134;10035142;0.9999841424641025
10035134;10024362;0.9999841424641025
10035134;10035140;0.9999980178080128
10035134;10024284;0.9999920712320512
10035134;10024283;0.9999940534240385
10035134;10035159;0.9999980178080128
10035134;10035158;0.9999920712320512
10035134;10035157;0.9999940534240385
10035134;10024378;0.9999980178080128
10035134;10024377;0.9999980178080128
10035134;10035156;0.9999940534240385
10035134;10024376;0.9999940534240385
10035134;10035155;0.9999980178080128
10035134;10024375;0.9999940534240385
10035134;10024374;0.9999980178080128
10035134;10035151;0.9999980178080128
10035134;10035139;0.9999940534240385
10035134;10024359;0.9999980178080128
10035134;10024358;0.9999940534240385
10035134;10035135;0.9999980178080128
10035134;10035133;0.9999980178080128
10035134;10035132;0.9999980178080128
10035134;10035131;0.9999980178080128
10035134;10035130;0.9999980178080128
10035133;10035144;0.9999980178080128
10035133;10035143;0.9999841424641025
10035133;10024363;0.9999980178080128
10035133;10035142;0.9999841424641025
10035133;10024362;0.9999841424641025
10035133;10035140;0.9999980178080128
10035133;10024284;0.9999920712320512
10035133;10024283;0.9999940534240385
10035133;10035159;0.9999980178080128
10035133;10035158;0.9999920712320512
10035133;10035157;0.9999940534240385
10035133;10024378;0.9999980178080128
10035133;10024377;0.9999980178080128
10035133;10035156;0.9999940534240385
10035133;10024376;0.9999940534240385
10035133;10035155;0.9999980178080128
10035133;10024375;0.9999940534240385
10035133;10024374;0.9999980178080128
10035133;10035151;0.9999980178080128
10035133;10035139;0.9999940534240385
10035133;10024359;0.9999980178080128
10035133;10024358;0.9999940534240385
10035133;10035135;0.9999980178080128
10035133;10035134;0.9999980178080128
10035133;10035132;0.9999980178080128
10035133;10035131;0.9999980178080128
10035133;10035130;0.9999980178080128
10035132;10035144;0.9999980178080128
10035132;10035143;0.9999841424641025
10035132;10024363;0.9999980178080128
10035132;10035142;0.9999841424641025
10035132;10024362;0.9999841424641025
10035132;10035140;0.9999980178080128
10035132;10024284;0.9999920712320512
10035132;10024283;0.9999940534240385
10035132;10035159;0.9999980178080128
10035132;10035158;0.9999920712320512
10035132;10035157;0.9999940534240385
10035132;10024378;0.9999980178080128
10035132;10024377;0.9999980178080128
10035132;10035156;0.9999940534240385
10035132;10024376;0.9999940534240385
10035132;10035155;0.9999980178080128
10035132;10024375;0.9999940534240385
10035132;10024374;0.9999980178080128
10035132;10035151;0.9999980178080128
10035132;10035139;0.9999940534240385
10035132;10024359;0.9999980178080128
10035132;10024358;0.9999940534240385
10035132;10035135;0.9999980178080128
10035132;10035134;0.9999980178080128
10035132;10035133;0.9999980178080128
10035132;10035131;0.9999980178080128
10035132;10035130;0.9999980178080128
10035131;10035144;0.9999980178080128
10035131;10035143;0.9999841424641025
10035131;10024363;0.9999980178080128
10035131;10035142;0.9999841424641025
10035131;10024362;0.9999841424641025
10035131;10035140;0.9999980178080128
10035131;10024284;0.9999920712320512
10035131;10024283;0.9999940534240385
10035131;10035159;0.9999980178080128
10035131;10035158;0.9999920712320512
10035131;10035157;0.9999940534240385
10035131;10024378;0.9999980178080128
10035131;10024377;0.9999980178080128
10035131;10035156;0.9999940534240385
10035131;10024376;0.9999940534240385
10035131;10035155;0.9999980178080128
10035131;10024375;0.9999940534240385
10035131;10024374;0.9999980178080128
10035131;10035151;0.9999980178080128
10035131;10035139;0.9999940534240385
10035131;10024359;0.9999980178080128
10035131;10024358;0.9999940534240385
10035131;10035135;0.9999980178080128
10035131;10035134;0.9999980178080128
10035131;10035133;0.9999980178080128
10035131;10035132;0.9999980178080128
10035131;10035130;0.9999980178080128
10035130;10035144;0.9999980178080128
10035130;10035143;0.9999841424641025
10035130;10024363;0.9999980178080128
10035130;10035142;0.9999841424641025
10035130;10024362;0.9999841424641025
10035130;10035140;0.9999980178080128
10035130;10024284;0.9999920712320512
10035130;10024283;0.9999940534240385
10035130;10035159;0.9999980178080128
10035130;10035158;0.9999920712320512
10035130;10035157;0.9999940534240385
10035130;10024378;0.9999980178080128
10035130;10024377;0.9999980178080128
10035130;10035156;0.9999940534240385
10035130;10024376;0.9999940534240385
10035130;10035155;0.9999980178080128
10035130;10024375;0.9999940534240385
10035130;10024374;0.9999980178080128
10035130;10035151;0.9999980178080128
10035130;10035139;0.9999940534240385
10035130;10024359;0.9999980178080128
10035130;10024358;0.9999940534240385
10035130;10035135;0.9999980178080128
10035130;10035134;0.9999980178080128
10035130;10035133;0.9999980178080128
10035130;10035132;0.9999980178080128
10035130;10035131;0.9999980178080128